PUF_Type,Attack_Type,Temperature,Voltage,Accuracy
Interpose PUF,MLP Attack,100,1.9,0.9305
Interpose PUF,MLP Attack,100,2.0,0.926
Interpose PUF,MLP Attack,100,2.1,0.9205
Interpose PUF,MLP Attack,100,2.2,0.919
Interpose PUF,MLP Attack,100,2.3,0.9105
Interpose PUF,MLP Attack,100,2.4,0.9025
Interpose PUF,MLP Attack,100,2.5,0.895
Interpose PUF,MLP Attack,100,2.6,0.89
Interpose PUF,MLP Attack,100,2.7,0.8785
Interpose PUF,MLP Attack,100,2.8,0.8715
Interpose PUF,MLP Attack,100,2.9,0.864
Interpose PUF,MLP Attack,110,0.8,0.9455
Interpose PUF,MLP Attack,110,0.9,0.9465
Interpose PUF,MLP Attack,110,1.0,0.945
Interpose PUF,MLP Attack,110,1.1,0.9455
Interpose PUF,MLP Attack,110,1.2,0.944
Interpose PUF,MLP Attack,110,1.3,0.9445
Interpose PUF,MLP Attack,110,1.4,0.9455
Interpose PUF,MLP Attack,110,1.5,0.9425
Interpose PUF,MLP Attack,110,1.6,0.941
Interpose PUF,MLP Attack,110,1.7,0.94
Interpose PUF,MLP Attack,110,1.8,0.9355
Interpose PUF,MLP Attack,110,1.9,0.934
Interpose PUF,MLP Attack,110,2.0,0.9295
Interpose PUF,MLP Attack,110,2.1,0.9225
Interpose PUF,MLP Attack,110,2.2,0.92
Interpose PUF,MLP Attack,110,2.3,0.9175
Interpose PUF,MLP Attack,110,2.4,0.9085
Interpose PUF,MLP Attack,110,2.5,0.9015
Interpose PUF,MLP Attack,110,2.6,0.8935
Interpose PUF,MLP Attack,110,2.7,0.889
Interpose PUF,MLP Attack,110,2.8,0.8785
Interpose PUF,MLP Attack,110,2.9,0.8715
Interpose PUF,MLP Attack,120,0.8,0.9445
Interpose PUF,MLP Attack,120,0.9,0.947
Interpose PUF,MLP Attack,120,1.0,0.945
Interpose PUF,MLP Attack,120,1.1,0.9465
Interpose PUF,MLP Attack,120,1.2,0.9445
Interpose PUF,MLP Attack,120,1.3,0.944
Interpose PUF,MLP Attack,120,1.4,0.945
Interpose PUF,MLP Attack,120,1.5,0.945
Interpose PUF,MLP Attack,120,1.6,0.9425
Interpose PUF,MLP Attack,120,1.7,0.9415
Interpose PUF,MLP Attack,120,1.8,0.937
Interpose PUF,MLP Attack,120,1.9,0.9335
Interpose PUF,MLP Attack,120,2.0,0.931
Interpose PUF,MLP Attack,120,2.1,0.9275
Interpose PUF,MLP Attack,120,2.2,0.9215
Interpose PUF,MLP Attack,120,2.3,0.92
Interpose PUF,MLP Attack,120,2.4,0.915
Interpose PUF,MLP Attack,120,2.5,0.9065
Interpose PUF,MLP Attack,120,2.6,0.9015
Interpose PUF,MLP Attack,120,2.7,0.8925
Interpose PUF,MLP Attack,120,2.8,0.8875
Interpose PUF,MLP Attack,120,2.9,0.8775
Interpose PUF,MLP Attack,130,0.8,0.9455
Interpose PUF,MLP Attack,130,0.9,0.946
Interpose PUF,MLP Attack,130,1.0,0.945
Interpose PUF,MLP Attack,130,1.1,0.945
Interpose PUF,MLP Attack,130,1.2,0.946
Interpose PUF,MLP Attack,130,1.3,0.9445
Interpose PUF,MLP Attack,130,1.4,0.944
Interpose PUF,MLP Attack,130,1.5,0.9445
Interpose PUF,MLP Attack,130,1.6,0.943
Interpose PUF,MLP Attack,130,1.7,0.942
Interpose PUF,MLP Attack,130,1.8,0.9405
Interpose PUF,MLP Attack,130,1.9,0.936
Interpose PUF,MLP Attack,130,2.0,0.934
Interpose PUF,MLP Attack,130,2.1,0.93
Interpose PUF,MLP Attack,130,2.2,0.9265
Interpose PUF,MLP Attack,130,2.3,0.9205
Interpose PUF,MLP Attack,130,2.4,0.9195
Interpose PUF,MLP Attack,130,2.5,0.9125
Interpose PUF,MLP Attack,130,2.6,0.906
Interpose PUF,MLP Attack,130,2.7,0.902
Interpose PUF,MLP Attack,130,2.8,0.8915
Interpose PUF,MLP Attack,130,2.9,0.886
Interpose PUF,MLP Attack,140,0.8,0.9455
Interpose PUF,MLP Attack,140,0.9,0.9455
Interpose PUF,MLP Attack,140,1.0,0.945
Interpose PUF,MLP Attack,140,1.1,0.945
Interpose PUF,MLP Attack,140,1.2,0.946
Interpose PUF,MLP Attack,140,1.3,0.9445
Interpose PUF,MLP Attack,140,1.4,0.9435
Interpose PUF,MLP Attack,140,1.5,0.945
Interpose PUF,MLP Attack,140,1.6,0.945
Interpose PUF,MLP Attack,140,1.7,0.9425
Interpose PUF,MLP Attack,140,1.8,0.9415
Interpose PUF,MLP Attack,140,1.9,0.937
Interpose PUF,MLP Attack,140,2.0,0.935
Interpose PUF,MLP Attack,140,2.1,0.934
Interpose PUF,MLP Attack,140,2.2,0.9295
Interpose PUF,MLP Attack,140,2.3,0.9235
Interpose PUF,MLP Attack,140,2.4,0.92
Interpose PUF,MLP Attack,140,2.5,0.919
Interpose PUF,MLP Attack,140,2.6,0.912
Interpose PUF,MLP Attack,140,2.7,0.905
Interpose PUF,MLP Attack,140,2.8,0.901
Interpose PUF,MLP Attack,140,2.9,0.89
